,online_order,book_table,rate,votes,rest_type,cost,type,city
1550,No,No,3,59,Casual Dining,500,Delivery,Bannerghatta Road
4140,Yes,No,4,222,Casual Dining,800,Delivery,Bellandur
2067,Yes,No,4,31,Quick Bites,150,Dine-out,Bannerghatta Road
4460,Yes,No,3,6,Quick Bites,250,Delivery,Bellandur
217,Yes,Yes,4,1129,Casual Dining,1300,Delivery,Banashankari
3909,Yes,Yes,4,571,Casual Dining,600,Delivery,Bellandur
3716,No,No,4,21,Quick Bites,150,Dine-out,Basavanagudi
690,Yes,No,3,87,Quick Bites,600,Dine-out,Banashankari
3879,Yes,No,3,226,Casual Dining,500,Delivery,Bellandur
4022,Yes,No,3,4,Quick Bites,300,Delivery,Bellandur
3684,No,No,5,0,Quick Bites,250,Dine-out,Basavanagudi
1106,Yes,No,3,56,Quick Bites,250,Delivery,Bannerghatta Road
3774,No,No,4,237,Bar,1000,Buffet,Bellandur
1891,No,No,5,0,Dessert Parlor,300,Desserts,Bannerghatta Road
3114,No,No,5,0,Sweet Shop,100,Delivery,Basavanagudi
611,No,No,4,36,Casual Dining,500,Dine-out,Banashankari
4003,Yes,No,5,0,Quick Bites,300,Delivery,Bellandur
3707,No,No,3,4,Quick Bites,200,Dine-out,Basavanagudi
576,No,No,4,28,Mess,300,Dine-out,Banashankari
4224,Yes,No,4,20,"Takeaway, Delivery",200,Delivery,Bellandur
4434,No,No,3,108,Casual Dining,800,Delivery,Bellandur
1180,Yes,No,4,10,Quick Bites,250,Delivery,Bannerghatta Road
888,Yes,No,4,49,Cafe,600,Cafes,Bannerghatta Road
4657,No,No,4,542,Casual Dining,750,Dine-out,Bellandur
2319,Yes,No,3,64,Casual Dining,750,Dine-out,Bannerghatta Road
2659,Yes,No,3,33,Quick Bites,250,Delivery,Basavanagudi
817,No,No,4,111,Casual Dining,700,Dine-out,Banashankari
3273,No,No,5,0,Sweet Shop,300,Desserts,Basavanagudi
4482,Yes,No,4,75,Other Rest Type,500,Desserts,Bellandur
208,Yes,No,4,337,Quick Bites,300,Delivery,Banashankari
293,Yes,No,4,180,Cafe,500,Delivery,Banashankari
1119,Yes,No,4,112,Quick Bites,200,Delivery,Bannerghatta Road
2210,No,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
4210,Yes,No,4,894,Cafe,600,Delivery,Bellandur
1264,Yes,No,3,59,Cafe,900,Delivery,Bannerghatta Road
990,Yes,No,3,24,"Takeaway, Delivery",150,Delivery,Bannerghatta Road
4196,Yes,Yes,5,0,Casual Dining,500,Delivery,Bellandur
4278,No,No,4,23,Other Rest Type,400,Delivery,Bellandur
353,Yes,No,3,175,Quick Bites,400,Delivery,Banashankari
1924,No,No,3,6,Quick Bites,500,Desserts,Bannerghatta Road
4886,Yes,No,3,6,Quick Bites,300,Dine-out,Bellandur
3038,No,No,4,10,Quick Bites,300,Delivery,Basavanagudi
4244,No,No,4,23,Other Rest Type,200,Delivery,Bellandur
3044,Yes,No,4,17,Quick Bites,300,Delivery,Basavanagudi
1228,Yes,No,3,9,Delivery,300,Delivery,Bannerghatta Road
259,Yes,No,4,59,Casual Dining,750,Delivery,Banashankari
4796,Yes,No,5,0,Quick Bites,200,Dine-out,Bellandur
4538,No,No,4,75,Dessert Parlor,350,Desserts,Bellandur
4738,No,No,5,0,Quick Bites,500,Dine-out,Bellandur
1765,No,No,5,0,Casual Dining,500,Delivery,Bannerghatta Road
3944,Yes,No,5,0,Quick Bites,350,Delivery,Bellandur
52,No,No,4,345,Dessert Parlor,400,Delivery,Banashankari
4410,No,No,4,17,Mess,400,Delivery,Bellandur
2276,No,No,4,129,Quick Bites,300,Dine-out,Bannerghatta Road
2710,Yes,No,4,237,Quick Bites,200,Delivery,Basavanagudi
2405,Yes,No,3,42,Quick Bites,500,Dine-out,Bannerghatta Road
4438,Yes,No,5,0,Delivery,350,Delivery,Bellandur
3119,No,No,4,65,Quick Bites,300,Delivery,Basavanagudi
1033,Yes,No,4,21,Quick Bites,400,Delivery,Bannerghatta Road
1097,Yes,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
543,No,No,5,0,Bakery,300,Desserts,Banashankari
1046,Yes,No,4,237,Dessert Parlor,500,Delivery,Bannerghatta Road
3492,No,Yes,4,370,Casual Dining,1000,Dine-out,Basavanagudi
4586,No,Yes,4,707,Other Rest Type,1400,Dine-out,Bellandur
30,Yes,No,4,219,Cafe,600,Cafes,Banashankari
725,Yes,No,3,28,Quick Bites,200,Dine-out,Banashankari
3022,Yes,Yes,4,560,Casual Dining,800,Delivery,Basavanagudi
2094,Yes,No,3,15,Quick Bites,350,Dine-out,Bannerghatta Road
3898,Yes,No,4,88,Delivery,600,Delivery,Bellandur
1426,Yes,No,4,92,Quick Bites,300,Delivery,Bannerghatta Road
2757,Yes,No,3,6,Quick Bites,300,Delivery,Basavanagudi
436,Yes,No,5,0,Quick Bites,300,Delivery,Banashankari
2977,No,No,5,0,Bakery,650,Delivery,Basavanagudi
912,Yes,No,4,46,Cafe,450,Cafes,Bannerghatta Road
4221,No,No,5,0,Delivery,200,Delivery,Bellandur
4163,Yes,Yes,4,387,Other Rest Type,1300,Delivery,Bellandur
4511,No,No,4,31,Bakery,200,Desserts,Bellandur
3326,No,No,3,34,Casual Dining,750,Dine-out,Basavanagudi
2284,Yes,No,4,243,Casual Dining,450,Dine-out,Bannerghatta Road
1877,No,No,5,0,Food Court,250,Desserts,Bannerghatta Road
1238,Yes,No,5,0,Delivery,600,Delivery,Bannerghatta Road
903,No,No,4,129,Cafe,600,Cafes,Bannerghatta Road
1769,No,No,4,13,Quick Bites,500,Delivery,Bannerghatta Road
4523,Yes,No,3,11,"Takeaway, Delivery",350,Desserts,Bellandur
4800,No,Yes,5,7023,"Casual Dining, Bar",1500,Dine-out,Bellandur
507,No,No,4,28,Other Rest Type,150,Desserts,Banashankari
3858,Yes,No,5,0,Casual Dining,450,Delivery,Bellandur
183,Yes,No,4,46,Quick Bites,500,Delivery,Banashankari
2543,Yes,No,4,627,Delivery,450,Delivery,Basavanagudi
2131,Yes,No,3,76,Quick Bites,450,Dine-out,Bannerghatta Road
321,Yes,No,3,14,Quick Bites,250,Delivery,Banashankari
3633,Yes,No,4,97,Quick Bites,350,Dine-out,Basavanagudi
1507,No,No,3,5,Delivery,600,Delivery,Bannerghatta Road
1755,No,No,5,0,"Takeaway, Delivery",350,Delivery,Bannerghatta Road
2512,Yes,No,4,261,Cafe,700,Cafes,Basavanagudi
2339,Yes,No,3,321,Quick Bites,400,Dine-out,Bannerghatta Road
1835,No,No,4,164,Bakery,250,Desserts,Bannerghatta Road
4133,Yes,No,5,0,Sweet Shop,150,Delivery,Bellandur
4436,Yes,No,3,11,"Takeaway, Delivery",350,Delivery,Bellandur
1146,Yes,No,4,32,Quick Bites,300,Delivery,Bannerghatta Road
3076,No,No,4,141,Other Rest Type,200,Delivery,Basavanagudi
44,Yes,Yes,5,2556,"Casual Dining, Cafe",600,Delivery,Banashankari
3960,Yes,No,4,175,Other Rest Type,300,Delivery,Bellandur
2034,No,No,5,0,Casual Dining,500,Dine-out,Bannerghatta Road
4528,Yes,No,4,13,Beverage Shop,400,Desserts,Bellandur
1378,Yes,No,4,32,Other Rest Type,200,Delivery,Bannerghatta Road
1832,No,No,4,423,Dessert Parlor,150,Desserts,Bannerghatta Road
3008,Yes,No,4,21,Quick Bites,350,Delivery,Basavanagudi
413,Yes,No,4,339,Quick Bites,400,Delivery,Banashankari
2432,No,No,4,13,Beverage Shop,200,Dine-out,Bannerghatta Road
1407,Yes,No,4,27,Quick Bites,400,Delivery,Bannerghatta Road
2437,No,No,3,76,Quick Bites,500,Dine-out,Bannerghatta Road
801,No,No,4,254,Quick Bites,150,Dine-out,Banashankari
1288,Yes,No,4,49,Quick Bites,200,Delivery,Bannerghatta Road
3965,Yes,Yes,4,25,Casual Dining,500,Delivery,Bellandur
2438,No,No,3,75,Quick Bites,400,Dine-out,Bannerghatta Road
1545,No,No,3,4,Quick Bites,300,Delivery,Bannerghatta Road
2314,No,No,4,30,Casual Dining,450,Dine-out,Bannerghatta Road
256,Yes,No,4,42,Quick Bites,300,Delivery,Banashankari
1789,No,No,5,0,Delivery,300,Delivery,Bannerghatta Road
1684,Yes,No,5,0,Delivery,500,Delivery,Bannerghatta Road
1151,Yes,Yes,4,4309,Other Rest Type,1600,Delivery,Bannerghatta Road
2298,No,No,4,82,Other Rest Type,1000,Dine-out,Bannerghatta Road
647,No,No,4,70,Quick Bites,500,Dine-out,Banashankari
4980,No,Yes,5,2194,Casual Dining,1800,Buffet,Brigade Road
1697,No,Yes,5,0,Casual Dining,800,Delivery,Bannerghatta Road
1876,No,No,5,0,Dessert Parlor,400,Desserts,Bannerghatta Road
4845,Yes,No,4,233,Quick Bites,150,Dine-out,Bellandur
1315,Yes,No,4,323,Food Court,800,Delivery,Bannerghatta Road
1995,Yes,Yes,4,551,Casual Dining,600,Dine-out,Bannerghatta Road
1961,Yes,Yes,4,739,Casual Dining,800,Dine-out,Bannerghatta Road
2476,No,No,3,97,"Casual Dining, Bar",1100,Drinks & nightlife,Bannerghatta Road
4562,Yes,No,4,60,Beverage Shop,600,Dine-out,Bellandur
1350,Yes,No,3,5,Quick Bites,300,Delivery,Bannerghatta Road
4483,No,No,3,88,Other Rest Type,500,Desserts,Bellandur
112,No,No,3,8,Bakery,400,Delivery,Banashankari
3129,No,No,5,0,Quick Bites,150,Delivery,Basavanagudi
263,Yes,No,4,18,Quick Bites,250,Delivery,Banashankari
1393,Yes,No,3,6,Casual Dining,400,Delivery,Bannerghatta Road
1873,No,No,3,8,Dessert Parlor,100,Desserts,Bannerghatta Road
1186,Yes,No,4,26,Cafe,900,Delivery,Bannerghatta Road
2348,Yes,No,3,38,Quick Bites,400,Dine-out,Bannerghatta Road
56,Yes,No,4,104,Quick Bites,300,Delivery,Banashankari
1309,Yes,No,3,85,Cafe,500,Delivery,Bannerghatta Road
695,Yes,No,3,128,Quick Bites,300,Dine-out,Banashankari
2107,No,No,4,11,Food Court,300,Dine-out,Bannerghatta Road
1721,No,No,4,115,Quick Bites,200,Delivery,Bannerghatta Road
1782,No,No,5,0,Delivery,400,Delivery,Bannerghatta Road
1732,No,No,5,0,Sweet Shop,250,Delivery,Bannerghatta Road
319,Yes,No,4,35,Quick Bites,200,Delivery,Banashankari
2459,Yes,No,4,435,Casual Dining,650,Dine-out,Bannerghatta Road
682,No,No,3,9,Quick Bites,350,Dine-out,Banashankari
2311,Yes,No,3,320,Casual Dining,600,Dine-out,Bannerghatta Road
3209,Yes,No,4,69,Dessert Parlor,450,Desserts,Basavanagudi
4213,Yes,No,4,600,Casual Dining,800,Delivery,Bellandur
3503,Yes,No,4,14,Casual Dining,600,Dine-out,Basavanagudi
4605,Yes,No,4,61,"Beverage Shop, Quick Bites",250,Dine-out,Bellandur
286,Yes,No,3,28,Casual Dining,400,Delivery,Banashankari
3220,Yes,No,4,78,Dessert Parlor,300,Desserts,Basavanagudi
4075,Yes,Yes,4,341,Cafe,1000,Delivery,Bellandur
2922,Yes,No,4,84,Sweet Shop,400,Delivery,Basavanagudi
1714,No,No,4,82,Other Rest Type,1000,Delivery,Bannerghatta Road
4375,Yes,No,5,0,Quick Bites,300,Delivery,Bellandur
4009,Yes,No,2,438,Casual Dining,1000,Delivery,Bellandur
1600,No,No,5,0,Bakery,400,Delivery,Bannerghatta Road
2080,Yes,No,3,54,Quick Bites,350,Dine-out,Bannerghatta Road
736,No,No,5,0,Quick Bites,80,Dine-out,Banashankari
1729,No,No,4,30,Casual Dining,450,Delivery,Bannerghatta Road
336,Yes,No,4,144,Cafe,700,Delivery,Banashankari
3055,Yes,Yes,4,36,Casual Dining,650,Delivery,Basavanagudi
2767,Yes,No,4,197,Dessert Parlor,300,Delivery,Basavanagudi
2823,Yes,No,4,70,Dessert Parlor,400,Delivery,Basavanagudi
4403,No,Yes,4,119,Casual Dining,1000,Delivery,Bellandur
1071,Yes,No,4,30,Quick Bites,300,Delivery,Bannerghatta Road
2287,No,No,4,521,Cafe,550,Dine-out,Bannerghatta Road
4114,Yes,No,4,26,Quick Bites,250,Delivery,Bellandur
2288,No,No,3,51,Casual Dining,600,Dine-out,Bannerghatta Road
1964,Yes,No,4,110,Casual Dining,800,Dine-out,Bannerghatta Road
4112,Yes,No,4,18,Quick Bites,400,Delivery,Bellandur
3920,Yes,Yes,4,994,Casual Dining,1300,Delivery,Bellandur
3362,Yes,No,4,133,Quick Bites,200,Dine-out,Basavanagudi
1488,No,Yes,3,8,Casual Dining,700,Delivery,Bannerghatta Road
498,No,No,4,78,Other Rest Type,150,Desserts,Banashankari
4343,No,No,5,0,Quick Bites,300,Delivery,Bellandur
4607,Yes,No,4,11,Casual Dining,600,Dine-out,Bellandur
3571,No,No,4,88,Quick Bites,250,Dine-out,Basavanagudi
4155,Yes,No,4,136,Cafe,500,Delivery,Bellandur
2917,Yes,No,4,24,Quick Bites,300,Delivery,Basavanagudi
3678,No,No,5,0,Quick Bites,200,Dine-out,Basavanagudi
2127,Yes,No,4,170,Quick Bites,250,Dine-out,Bannerghatta Road
2153,No,No,3,6,Quick Bites,300,Dine-out,Bannerghatta Road
2275,No,Yes,4,466,Casual Dining,700,Dine-out,Bannerghatta Road
2317,No,No,2,175,Casual Dining,450,Dine-out,Bannerghatta Road
1022,Yes,No,3,102,Casual Dining,600,Delivery,Bannerghatta Road
2555,Yes,No,4,38,Quick Bites,200,Delivery,Basavanagudi
4885,Yes,No,3,34,Other Rest Type,1000,Dine-out,Bellandur
4629,Yes,No,3,23,Casual Dining,800,Dine-out,Bellandur
4614,Yes,No,3,32,Other Rest Type,200,Dine-out,Bellandur
2011,Yes,No,3,8,Other Rest Type,200,Dine-out,Bannerghatta Road
665,Yes,No,4,60,Quick Bites,200,Dine-out,Banashankari
3927,Yes,No,4,754,Casual Dining,500,Delivery,Bellandur
2634,Yes,No,5,0,Bakery,500,Delivery,Basavanagudi
1894,No,No,5,0,Bakery,500,Desserts,Bannerghatta Road
3250,No,No,4,20,Cafe,400,Desserts,Basavanagudi
1017,Yes,No,3,19,Quick Bites,400,Delivery,Bannerghatta Road
557,Yes,Yes,5,2556,"Casual Dining, Cafe",600,Dine-out,Banashankari
2395,Yes,No,4,25,Casual Dining,400,Dine-out,Bannerghatta Road
1207,Yes,No,3,10,Food Court,500,Delivery,Bannerghatta Road
2988,Yes,No,3,4,Other Rest Type,200,Delivery,Basavanagudi
2954,Yes,No,3,10,Quick Bites,250,Delivery,Basavanagudi
3660,No,No,5,0,Quick Bites,150,Dine-out,Basavanagudi
1510,Yes,No,4,9,Quick Bites,250,Delivery,Bannerghatta Road
3603,Yes,No,3,177,Casual Dining,700,Dine-out,Basavanagudi
245,Yes,No,3,9,Quick Bites,200,Delivery,Banashankari
1163,Yes,No,4,221,Other Rest Type,400,Delivery,Bannerghatta Road
2653,Yes,Yes,5,784,Casual Dining,800,Delivery,Basavanagudi
266,Yes,No,3,89,Quick Bites,250,Delivery,Banashankari
4273,No,No,5,0,Quick Bites,400,Delivery,Bellandur
1114,Yes,No,4,669,Casual Dining,500,Delivery,Bannerghatta Road
63,No,Yes,4,808,Casual Dining,850,Delivery,Banashankari
2588,Yes,No,4,230,Delivery,650,Delivery,Basavanagudi
3048,Yes,No,3,68,Quick Bites,550,Delivery,Basavanagudi
2753,Yes,No,4,82,Quick Bites,1000,Delivery,Basavanagudi
3007,Yes,Yes,4,2022,Casual Dining,1000,Delivery,Basavanagudi
4098,Yes,No,3,44,Quick Bites,600,Delivery,Bellandur
3968,Yes,No,3,281,Quick Bites,400,Delivery,Bellandur
4451,Yes,No,3,23,Casual Dining,800,Delivery,Bellandur
2407,Yes,No,4,83,Quick Bites,400,Dine-out,Bannerghatta Road
3282,No,No,4,16,Dessert Parlor,200,Desserts,Basavanagudi
2404,Yes,No,4,173,Quick Bites,250,Dine-out,Bannerghatta Road
1237,Yes,No,4,48,Quick Bites,350,Delivery,Bannerghatta Road
103,No,No,4,45,"Takeaway, Delivery",400,Delivery,Banashankari
4543,No,No,3,7,Cafe,900,Desserts,Bellandur
272,Yes,No,3,154,Quick Bites,300,Delivery,Banashankari
508,Yes,No,4,860,Dessert Parlor,500,Desserts,Banashankari
2223,Yes,No,3,165,Quick Bites,450,Dine-out,Bannerghatta Road
4932,Yes,No,5,0,Quick Bites,200,Dine-out,Bellandur
2492,Yes,No,4,139,Casual Dining,550,Buffet,Basavanagudi
865,Yes,No,4,3178,Casual Dining,750,Buffet,Bannerghatta Road
4010,Yes,No,4,30,Quick Bites,300,Delivery,Bellandur
908,Yes,No,4,203,Other Rest Type,650,Cafes,Bannerghatta Road
2111,No,No,4,25,Quick Bites,100,Dine-out,Bannerghatta Road
3891,Yes,No,4,63,Delivery,300,Delivery,Bellandur
1627,No,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
4757,No,No,5,0,Quick Bites,200,Dine-out,Bellandur
1522,Yes,Yes,4,347,Casual Dining,1000,Delivery,Bannerghatta Road
835,No,No,3,4,Quick Bites,250,Dine-out,Banashankari
358,Yes,No,4,45,Beverage Shop,300,Delivery,Banashankari
138,No,No,5,0,Quick Bites,250,Delivery,Banashankari
299,Yes,No,4,787,Casual Dining,800,Delivery,Banashankari
1556,No,No,3,4,Quick Bites,350,Delivery,Bannerghatta Road
1003,Yes,No,4,13,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
382,Yes,No,4,23,Quick Bites,300,Delivery,Banashankari
941,Yes,No,4,427,"Takeaway, Delivery",500,Delivery,Bannerghatta Road
4811,Yes,Yes,4,994,Casual Dining,1300,Dine-out,Bellandur
4848,Yes,No,4,18,Other Rest Type,300,Dine-out,Bellandur
761,No,No,4,42,Quick Bites,300,Dine-out,Banashankari
4197,Yes,No,4,46,Casual Dining,600,Delivery,Bellandur
2763,Yes,No,3,12,"Beverage Shop, Quick Bites",150,Delivery,Basavanagudi
4575,Yes,No,4,419,Casual Dining,900,Dine-out,Bellandur
2083,Yes,No,4,289,Quick Bites,400,Dine-out,Bannerghatta Road
2194,No,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
898,No,No,3,14,Other Rest Type,700,Cafes,Bannerghatta Road
3994,Yes,No,4,555,Casual Dining,1800,Delivery,Bellandur
1992,No,No,4,311,Casual Dining,400,Dine-out,Bannerghatta Road
1402,Yes,No,4,57,Quick Bites,300,Delivery,Bannerghatta Road
2104,No,No,4,25,Food Court,500,Dine-out,Bannerghatta Road
3780,Yes,No,4,136,"Bakery, Quick Bites",600,Cafes,Bellandur
4385,Yes,No,3,12,Casual Dining,500,Delivery,Bellandur
2951,No,No,4,217,Casual Dining,450,Delivery,Basavanagudi
1512,Yes,No,5,0,"Takeaway, Delivery",250,Delivery,Bannerghatta Road
1188,Yes,No,4,407,Casual Dining,500,Delivery,Bannerghatta Road
2985,No,No,4,46,Quick Bites,450,Delivery,Basavanagudi
3103,No,No,4,62,Cafe,150,Delivery,Basavanagudi
3871,Yes,No,4,22,Quick Bites,350,Delivery,Bellandur
3433,No,No,5,0,Quick Bites,300,Dine-out,Basavanagudi
108,No,No,3,9,Quick Bites,300,Delivery,Banashankari
3159,Yes,No,5,0,Quick Bites,300,Delivery,Basavanagudi
2305,Yes,No,5,0,Casual Dining,800,Dine-out,Bannerghatta Road
2299,No,No,4,34,Cafe,500,Dine-out,Bannerghatta Road
58,No,No,4,55,Quick Bites,200,Delivery,Banashankari
76,Yes,No,4,558,Quick Bites,150,Delivery,Banashankari
796,Yes,No,4,155,Quick Bites,400,Dine-out,Banashankari
368,Yes,No,4,22,Quick Bites,200,Delivery,Banashankari
4904,Yes,No,3,7,Quick Bites,250,Dine-out,Bellandur
785,Yes,No,4,219,Cafe,600,Dine-out,Banashankari
2592,Yes,Yes,4,175,Casual Dining,500,Delivery,Basavanagudi
3259,No,No,4,14,Sweet Shop,200,Desserts,Basavanagudi
3375,No,No,4,53,Quick Bites,300,Dine-out,Basavanagudi
4939,Yes,Yes,4,392,Bar,1500,Drinks & nightlife,Bellandur
3529,No,No,4,421,Quick Bites,100,Dine-out,Basavanagudi
1897,No,No,5,0,Food Court,200,Desserts,Bannerghatta Road
2333,No,No,5,0,Casual Dining,400,Dine-out,Bannerghatta Road
121,No,No,3,7,Quick Bites,200,Delivery,Banashankari
1839,Yes,No,4,188,Dessert Parlor,400,Desserts,Bannerghatta Road
3749,Yes,Yes,4,3020,Casual Dining,1000,Buffet,Bellandur
3638,No,No,4,10,Quick Bites,300,Dine-out,Basavanagudi
910,Yes,No,4,131,Cafe,400,Cafes,Bannerghatta Road
124,No,No,3,25,Dessert Parlor,200,Delivery,Banashankari
1943,No,No,5,0,Sweet Shop,250,Desserts,Bannerghatta Road
1586,No,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1257,Yes,No,5,0,Dessert Parlor,300,Delivery,Bannerghatta Road
3437,No,No,3,9,Quick Bites,300,Dine-out,Basavanagudi
4104,Yes,No,3,40,Quick Bites,350,Delivery,Bellandur
3379,Yes,No,4,177,Quick Bites,500,Dine-out,Basavanagudi
1178,Yes,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
2715,Yes,Yes,4,1252,"Casual Dining, Cafe",800,Delivery,Basavanagudi
4553,Yes,No,4,793,Other Rest Type,1700,Dine-out,Bellandur
2331,No,No,3,9,Other Rest Type,200,Dine-out,Bannerghatta Road
2100,No,No,3,5,Food Court,300,Dine-out,Bannerghatta Road
442,Yes,No,5,0,Bakery,150,Delivery,Banashankari
2172,Yes,No,4,51,Quick Bites,300,Dine-out,Bannerghatta Road
2867,Yes,No,4,43,Dessert Parlor,250,Delivery,Basavanagudi
925,Yes,No,4,21,Quick Bites,400,Delivery,Bannerghatta Road
2328,No,No,4,48,Casual Dining,800,Dine-out,Bannerghatta Road
2142,Yes,No,3,9,Quick Bites,300,Dine-out,Bannerghatta Road
4769,No,No,3,6,Quick Bites,150,Dine-out,Bellandur
1411,Yes,No,3,36,Other Rest Type,500,Delivery,Bannerghatta Road
4072,Yes,No,4,48,Quick Bites,400,Delivery,Bellandur
3269,Yes,No,3,20,Bakery,400,Desserts,Basavanagudi
1509,Yes,Yes,4,293,Casual Dining,500,Delivery,Bannerghatta Road
1227,Yes,No,4,9,Quick Bites,250,Delivery,Bannerghatta Road
4290,No,No,5,0,Delivery,400,Delivery,Bellandur
2351,Yes,No,4,19,Quick Bites,800,Dine-out,Bannerghatta Road
3508,No,No,4,38,Quick Bites,350,Dine-out,Basavanagudi
2146,No,No,3,9,Quick Bites,600,Dine-out,Bannerghatta Road
3276,No,No,5,0,Cafe,900,Desserts,Basavanagudi
324,Yes,No,4,45,Quick Bites,200,Delivery,Banashankari
3075,Yes,No,4,35,Quick Bites,250,Delivery,Basavanagudi
4233,No,No,3,9,Beverage Shop,300,Delivery,Bellandur
1983,Yes,No,3,133,Casual Dining,500,Dine-out,Bannerghatta Road
4462,Yes,No,3,10,Delivery,400,Delivery,Bellandur
4352,No,No,5,0,Food Court,200,Delivery,Bellandur
1498,Yes,No,4,35,Quick Bites,300,Delivery,Bannerghatta Road
1502,Yes,Yes,4,842,"Casual Dining, Bar",1100,Delivery,Bannerghatta Road
1006,Yes,No,4,8,Delivery,600,Delivery,Bannerghatta Road
2370,No,No,5,0,Quick Bites,300,Dine-out,Bannerghatta Road
4179,Yes,No,4,16,Casual Dining,600,Delivery,Bellandur
4449,Yes,No,4,117,"Takeaway, Delivery",600,Delivery,Bellandur
1467,No,No,4,43,Mess,250,Delivery,Bannerghatta Road
1225,Yes,No,4,171,Quick Bites,250,Delivery,Bannerghatta Road
1971,Yes,No,4,46,Casual Dining,600,Dine-out,Bannerghatta Road
2264,Yes,Yes,4,842,"Casual Dining, Bar",1100,Dine-out,Bannerghatta Road
4066,Yes,No,4,44,Quick Bites,300,Delivery,Bellandur
1216,Yes,No,3,12,Quick Bites,300,Delivery,Bannerghatta Road
3971,Yes,No,4,6,"Takeaway, Delivery",800,Delivery,Bellandur
3494,Yes,No,4,130,Cafe,650,Dine-out,Basavanagudi
420,Yes,No,4,219,Cafe,600,Delivery,Banashankari
3418,No,No,3,6,Quick Bites,150,Dine-out,Basavanagudi
6,No,No,4,8,Casual Dining,800,Buffet,Banashankari
932,Yes,No,3,255,Quick Bites,250,Delivery,Bannerghatta Road
1691,Yes,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
439,Yes,No,5,0,"Takeaway, Delivery",300,Delivery,Banashankari
1313,Yes,No,3,12,Quick Bites,250,Delivery,Bannerghatta Road
678,No,No,4,71,Quick Bites,250,Dine-out,Banashankari
2252,Yes,No,4,954,Casual Dining,400,Dine-out,Bannerghatta Road
4609,No,No,4,336,Casual Dining,600,Dine-out,Bellandur
4700,Yes,No,4,30,Quick Bites,300,Dine-out,Bellandur
3574,No,No,4,31,Quick Bites,200,Dine-out,Basavanagudi
4632,Yes,No,4,48,Other Rest Type,400,Dine-out,Bellandur
2119,Yes,No,4,51,Quick Bites,200,Dine-out,Bannerghatta Road
2547,Yes,No,4,4884,Casual Dining,750,Delivery,Basavanagudi
4960,Yes,Yes,4,1691,"Casual Dining, Bar",1100,Pubs and bars,Bellandur
4032,Yes,No,3,139,Casual Dining,450,Delivery,Bellandur
1888,No,No,5,0,Bakery,400,Desserts,Bannerghatta Road
4243,Yes,No,3,16,Quick Bites,300,Delivery,Bellandur
3945,Yes,Yes,4,1209,"Casual Dining, Bar",1100,Delivery,Bellandur
3859,Yes,No,3,126,Quick Bites,300,Delivery,Bellandur
194,Yes,No,4,469,Casual Dining,750,Delivery,Banashankari
1474,Yes,No,3,170,Casual Dining,600,Delivery,Bannerghatta Road
2138,No,No,5,0,Food Court,600,Dine-out,Bannerghatta Road
1211,Yes,No,4,97,Casual Dining,600,Delivery,Bannerghatta Road
3322,No,No,4,61,Casual Dining,600,Dine-out,Basavanagudi
1657,No,No,5,0,Delivery,200,Delivery,Bannerghatta Road
2696,Yes,No,4,146,Beverage Shop,400,Delivery,Basavanagudi
3015,Yes,Yes,4,1224,Casual Dining,1000,Delivery,Basavanagudi
4673,Yes,No,4,214,Quick Bites,400,Dine-out,Bellandur
2812,Yes,No,4,135,Casual Dining,800,Delivery,Basavanagudi
4770,No,No,3,78,Quick Bites,400,Dine-out,Bellandur
4323,No,No,3,4,"Takeaway, Delivery",500,Delivery,Bellandur
1130,Yes,No,3,13,Other Rest Type,100,Delivery,Bannerghatta Road
1461,Yes,No,3,7,Casual Dining,700,Delivery,Bannerghatta Road
276,Yes,No,5,0,Quick Bites,300,Delivery,Banashankari
4225,Yes,No,4,43,Delivery,450,Delivery,Bellandur
4717,Yes,No,4,112,Quick Bites,700,Dine-out,Bellandur
2602,Yes,No,4,319,Casual Dining,650,Delivery,Basavanagudi
1302,Yes,No,3,46,Quick Bites,150,Delivery,Bannerghatta Road
3727,No,No,4,42,Quick Bites,300,Dine-out,Basavanagudi
222,Yes,No,3,23,Quick Bites,400,Delivery,Banashankari
3545,No,No,4,47,Pub,1200,Dine-out,Basavanagudi
1919,Yes,No,4,13,"Takeaway, Delivery",200,Desserts,Bannerghatta Road
573,No,No,4,424,Cafe,450,Dine-out,Banashankari
1236,Yes,No,4,46,Casual Dining,600,Delivery,Bannerghatta Road
3540,Yes,No,4,66,Quick Bites,150,Dine-out,Basavanagudi
2640,Yes,No,4,37,Quick Bites,300,Delivery,Basavanagudi
1334,Yes,No,4,13,Beverage Shop,250,Delivery,Bannerghatta Road
3580,No,No,4,189,Quick Bites,300,Dine-out,Basavanagudi
418,Yes,No,3,208,"Beverage Shop, Quick Bites",250,Delivery,Banashankari
